Sensor_001,Sensor_002,Sensor_003,Sensor_004,Sensor_005,Sensor_006,Sensor_007,Sensor_008,Sensor_009,Sensor_010,Sensor_011,Sensor_012,Sensor_013,Sensor_014,Sensor_015,Sensor_016,Sensor_017,Sensor_018,Sensor_019,Sensor_020,Sensor_021,Sensor_022,Sensor_023,Sensor_024,Sensor_025,Sensor_026,Sensor_027,Sensor_028,Sensor_029,Sensor_030,Sensor_031,Sensor_032,Sensor_033,Sensor_034,Sensor_035,Sensor_036,Sensor_037,Sensor_038,Sensor_039,Sensor_040,Sensor_041,Sensor_042,Sensor_043,Sensor_044,Sensor_045,Sensor_046,Sensor_047,Sensor_048,Sensor_049,Sensor_050,Sensor_051,Sensor_052,Sensor_053,Sensor_054,Sensor_055,Sensor_056,Sensor_057,Sensor_058,Sensor_059,Sensor_060,Sensor_061,Sensor_062,Sensor_063,Sensor_064,Sensor_065,Sensor_066,Sensor_067,Sensor_068,Sensor_069,Sensor_070,Sensor_071,Sensor_072,Sensor_073,Sensor_074,Sensor_075,Sensor_076,Sensor_077,Sensor_078,Sensor_079,Sensor_080,Sensor_081,Sensor_082,Sensor_083,Sensor_084,Sensor_085,Sensor_086,Sensor_087,Sensor_088,Sensor_089,Sensor_090,Sensor_091,Sensor_092,Sensor_093,Sensor_094,Sensor_095,Sensor_096,Sensor_097,Sensor_098,Sensor_099,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134,Sensor_135,Sensor_136,Sensor_137,Sensor_138,Sensor_139,Sensor_140,Sensor_141,Sensor_142,Sensor_143,Sensor_144,Sensor_145,Sensor_146,Sensor_147,Sensor_148,Sensor_149,Sensor_150,Sensor_151,Sensor_152,Sensor_153,Sensor_154,Sensor_155,Sensor_156,Sensor_157,Sensor_158,Sensor_159,Sensor_160,Sensor_161,Sensor_162,Sensor_163,Sensor_164,Sensor_165,Sensor_166,Sensor_167,Sensor_168,Sensor_169,Sensor_170
1406,na,352,286,0,0,0,0,0,0,128,26278,90892,10014,0,0,53078,0,0,0,0,0,121250,106486,26436,8952,0,0,0,0,64,124,0,0,0,0,0,0,81894,13900,31518,0,178,72,74,164,29056,97756,12,0,0,0,73908,43628,7804,1834,124,14,0,0,0,0,147754,6,526,56,0,53078,1850,12214,14170,na,na,na,na,na,na,na,na,26040,1405.18,147754,147754,147650,318,236,14434,147160,127312,1209600,5298,2,10,0,98426.88,0,28696.32,0,0,0,0,0,910,95778,28836,1530,248,10,0,0,6,147754,na,340,46,688,25968,6378,32416,58616,2806,54,0,332,150,96656,31172,0,420,0,16,100082,374,26,0,0,0,0,0,0,0,0,876,66,48,0,0,2694,766,559920,56138,0,0,0,0,405220,105.86,120,31520,36082,7314,3342,13480,31564,3098,672,240,0,0,0
3198,na,64,na,0,0,0,0,0,0,422,55520,192446,72170,4046,912,136342,0,0,0,0,0,284570,228402,91922,37230,0,0,0,0,0,0,0,0,0,0,0,0,270236,55280,0,0,1106,852,1618,3506,113454,204700,278,2,0,0,179540,77314,24546,12004,5886,6202,8812,10578,634,0,376712,34,40,148,0,136342,4618,39462,51672,na,na,na,na,na,na,na,na,90160,3197.36,376712,376712,376232,1296,7646,36396,374700,325516,1209600,0,na,na,na,221586.24,0,103379.52,0,0,0,0,212,17168,130796,157206,18340,1654,126,14,na,14,376712,na,1204,154,6724,30002,31170,111912,135050,9186,114,0,na,na,na,na,na,na,na,na,na,448,150,0,0,0,0,0,0,0,0,3030,1160,360,0,0,7880,1202,751820,100814,0,0,0,0,0,435.52,404,106192,73662,54080,9212,32484,26228,19412,4224,22,0,0,0
1545076,na,na,na,na,na,10468,1037024,6843896,22065578,34146598,25982886,4803716,267640,7686,0,27845040,127898,0,na,13069858,21690388,59689540,62491526,30345714,7679748,na,0,0,0,na,na,0,0,0,0,0,0,524974,63640676,30999842,0,120310,51030,49412,77324,68751708,26115680,24,4,0,0,10967832,23138494,17443344,11402312,8996626,6263726,5005226,6422952,3190804,2334176,103108846,na,na,na,na,27845040,794240,11457722,18856656,274100,259120,264540,267580,315420,312580,367100,369140,87080,1545075.65,103108846,103108846,102245518,560634,na,na,205180,95165492,1209600,na,na,na,na,75959315.52,0,19175233.92,3064,10778,316626,6443728,20367188,21361758,27983488,15912128,2558682,198512,23260,122,na,na,103108846,na,59546,12772,7338132,9157520,13531162,63104488,1936066,25806,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,667314,na,na,na,na,na,na,na,na,na,na,na,na,na,32619.24,23408,19728830,6759632,4819454,2445674,7390698,28241196,19006014,6119608,653784,602,na,na
90720,na,0,na,0,0,0,0,0,16646,285996,2438876,2846756,372908,1704,0,2977138,0,0,0,8382,13552,5252014,4630058,1048384,543208,0,0,0,0,0,0,0,0,0,0,0,93812,2810438,1621238,1437398,0,4346,876,1490,4610,1482852,4429452,39254,6,0,0,2190522,1041918,491400,391292,311828,292880,363838,600960,250400,27848,6309540,232,1380,3380,220,2977138,78688,577126,466840,171140,196780,193040,201960,238260,1310700,1310700,1310700,37640,90719.74,6309540,6309540,6247722,41426,713770,19370,251680,5962886,1209600,0,na,na,na,5303105.28,0,653599.68,na,na,0,0,94572,1175426,2649326,1866944,151286,22552,2774,6,na,0,6309540,na,5922,790,315778,263114,375300,4505214,471978,24790,0,0,na,na,na,na,na,na,na,na,na,3212,126,0,0,0,0,0,0,0,0,41864,107612,20570,0,0,229242,41990,6424320,1978572,0,0,0,0,15262320,na,na,685252,1095254,878334,488152,945004,828520,677250,223680,139900,1540,0,0
1610,2,92,na,0,0,0,0,0,1260,61008,101326,78508,0,0,0,na,na,na,na,na,na,na,na,na,na,4,na,na,na,116,86,0,0,0,0,0,0,0,19864,222238,0,75842,44,118,116,166,3010,149826,8594,4386,0,109876,27638,40756,14174,8170,12794,7658,20600,390,46,na,20,26,84,0,na,na,na,na,na,na,na,na,na,na,na,na,na,1610.9,na,na,na,1128,0,na,na,na,na,4742,na,na,na,91551.36,32912.64,42618.24,0,80,0,210,28796,42080,70916,37032,47496,15412,160,0,na,208,na,0,76006,138,132,8148,9132,44886,96420,7240,0,0,na,na,na,na,na,na,na,na,na,490,152,na,na,na,na,na,na,na,na,na,20,2,0,0,2852,668,0,0,0,0,0,0,na,na,320,151832,21600,9092,4178,7606,9532,11540,26722,0,0,0,0
30,0,2130706432,12,0,0,0,0,0,0,4,3722,2096,0,0,0,2330,0,0,0,0,0,5524,3218,19070,944,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5822,0,54,8,4,1112,24,1966,2654,0,0,0,3204,792,248,180,240,94,106,664,156,138,24602,0,0,0,0,2330,168,17586,1472,na,na,na,na,na,na,na,na,18960,29.25,24602,24602,26322,29,130,2394,24460,5858,1209600,482,2,4,0,3225.6,0,1482.24,0,16,0,0,0,2862,1678,728,546,8,0,0,0,4,24602,0,1170,12,4,38,368,1156,2200,866,8,0,8,26,2524,40,0,188,0,0,3416,40,50,0,0,0,0,0,0,0,0,164,0,0,0,0,332,44,11600,2488,0,0,0,0,0,0.56,30,2708,2180,344,120,238,114,60,58,0,0,0,0
1442,na,24,22,0,0,0,0,0,13792,56422,31266,4102,0,0,0,40332,0,0,0,8804,13342,82972,74820,35456,9572,0,0,0,0,66,30,0,0,0,0,0,0,0,46798,58784,0,1232,190,848,3388,6532,93392,0,0,0,0,36834,31114,26312,7322,2268,584,388,636,104,20,127310,6,34,156,2,40332,1100,18100,16908,na,na,na,na,na,na,na,na,34520,1442.64,127310,127310,126334,484,0,12276,126560,105582,1209600,2472,0,10,0,74261.76,6451.2,23721.6,6,40,0,10686,24164,62594,6540,1464,134,0,0,0,4,10,127310,na,1162,44,6842,5268,17972,73504,790,0,0,0,24,68,76020,33030,0,2,0,0,76026,368,144,40,8118,0,0,0,0,0,0,1018,144,26,0,0,2042,308,240,26,0,0,0,0,442660,104.16,118,32328,10238,6566,2806,8782,15346,7114,22384,18,0,0,0
314,2,2130706432,2,0,0,0,0,0,7238,21680,28588,7638,0,0,0,31392,0,0,0,5338,7566,116608,109578,117656,4000,0,0,0,0,18,8,0,0,0,0,0,0,0,12924,52220,0,690,304,500,1740,1428,39000,15266,6216,0,0,48450,8854,4332,1504,542,214,504,296,128,320,239716,2,26,6,0,31392,930,105400,11236,na,na,na,na,na,na,na,na,116500,314.08,239716,239716,237328,211,120,23482,238540,65430,1209600,1648,4,10,0,22036.8,13325.76,28874.88,60,168,0,74,18490,17828,18132,7972,2498,136,14,0,2,18,239716,0,1580,86,666,7792,7054,16626,27794,3440,106,0,4,106,23208,3372,0,10,0,0,24714,276,132,0,106,280,23168,0,0,0,0,1108,0,0,0,0,546,112,42280,4562,0,0,0,0,0,5.06,316,44064,7504,2826,1204,3378,2790,1662,1716,0,0,0,0
244662,na,42680,42680,0,0,0,0,0,0,311516,6393016,32463778,19472418,3041868,81860,30587372,0,0,0,0,0,54189270,46768680,9356168,7034910,0,0,2686,0,258938,44428,0,0,0,0,0,0,59993818,1244534,526104,0,58800,71894,229368,10943720,47564172,2876748,19338,398,14,4,41647126,7297688,4076556,3392680,2692586,1614902,909688,133074,156,0,63547314,1004,1148,5000,2362,30587372,1168830,4227560,5120900,158180,186260,177420,184880,188760,190200,183820,180500,89880,244662.8,63547314,63547314,63326582,229851,2948386,43714,594780,61764456,1209600,2485268,23044,8068,0,42964283.52,1720574.4,17022851.52,0,0,0,0,1118,354964,3236348,19501802,30321676,7309264,992760,46524,24650,25736,63547314,na,27450,7452,16561768,3366010,8945404,30863582,1979194,13592,4,0,38384,265066,103766,92908,5148,7653982,0,0,40459086,193588,1188,0,0,49720,1753474,0,0,0,0,579292,7256,1732,0,0,1967732,253746,172174720,22862892,471872,2602192,0,0,157447660,11627.16,12474,19731660,39455862,2572072,2962,1732,128,40,0,0,0,0,0
35262,na,390,240,0,0,0,0,0,1240,942576,1846036,598218,39078,104,0,1505618,0,0,0,8670,14742,2821954,2353724,1174762,395666,0,0,0,0,1308,658,0,0,0,0,0,0,1754,1970322,1455176,0,4404,1272,1772,3386,254346,3162070,2,0,0,0,1543778,968128,286268,162872,93036,64698,53600,64814,85586,104472,4005892,2160,68,12428,282,1505618,62438,590766,582914,324880,355500,399040,na,na,na,na,na,89660,35262.31,4005892,4005892,4010098,13599,414,32760,371460,3427252,1209600,119844,822,144,0,2276931.84,347486.4,797631.36,0,900,0,0,99976,1629788,1275124,382624,33462,5566,704,8,538,592,4005892,na,4600,958,785280,404628,295348,1758220,175172,3046,0,0,290,984,2226328,808538,0,3002,0,0,2327988,5570,310,0,0,27420,361406,0,0,0,0,31920,5528,1774,5499956,940054,128320,20830,38320,6330,3936932,8036,0,0,0,2257.4,1958,1192856,676308,410244,146482,144284,180292,433810,242370,606,0,0,0
38072,0,122,120,0,0,0,0,0,0,148036,1456864,619186,43882,968,0,1055584,0,0,0,1096,1908,2065512,1828886,464560,176212,0,0,0,0,40,396,0,0,0,0,0,0,49964,856942,1362030,0,1896,4026,9060,14554,26126,159598,2053676,0,0,0,1064128,537814,204750,140528,94376,64464,45144,36790,27938,53004,2531664,3234,2566,1004,0,1055584,23030,213180,250262,219460,227920,na,na,na,na,na,na,12680,38071.14,2531664,2531664,2498864,10674,58,7354,106720,2270138,1209600,57136,0,24,0,1938265.92,0,328987.2,294,850,0,0,7370,202918,742708,1000176,257904,54308,3486,66,88,94,2531664,0,3724,422,169952,121542,61042,1729298,176352,6498,106,0,140,810,1959092,1231736,0,874,0,0,1959178,4304,78,0,0,0,0,0,0,0,0,11662,4158,1516,2281000,363180,54880,9208,500,90,2439578,11516,0,0,0,848.48,972,349220,241292,171602,64000,212432,100384,1106048,23576,372,10,0,0
182672,na,572,494,0,0,0,0,0,0,88736,2099112,6739496,2186996,81460,2606,973574,0,0,0,690,1198,1951106,1697490,342590,220290,0,0,0,0,810,224,0,0,0,0,0,175744,3725466,6008794,1288402,0,11436,10190,17746,215188,8235574,2707666,606,0,0,0,3850726,2576424,1039110,891570,762868,650070,658632,766160,2846,0,2294720,240,64,480,24,973574,27778,202966,139060,199680,na,na,na,na,na,na,na,139540,182672.73,2294720,2294720,11891328,74262,6452,105986,1080880,11198406,1209600,323504,2,452,0,10167637.44,0,1023606.72,0,0,0,0,16876,483388,4165856,5596170,880574,46190,9198,154,112,146,2294720,na,15276,1870,242388,499056,533278,7649048,2198536,58604,350,0,1148,634,9956566,100722,66,91214,0,0,10294390,5590,464,0,0,0,0,0,0,0,0,14700,206486,35712,0,0,388068,59718,395740,79318,0,0,0,0,5042990,3989.76,4160,1107780,1853142,1480590,811988,1788880,1521544,1117972,631252,844298,40960,0,0
30726,na,0,na,0,0,0,0,0,0,40548,1476380,414004,928,0,0,898688,0,132,0,0,0,1787498,1649548,245100,98114,0,0,0,0,0,0,0,0,0,0,0,1414,164858,125708,1639880,0,4340,944,1278,2088,174144,1749038,28,0,0,0,595214,612632,330328,157736,78624,56424,65618,35038,246,0,2033108,160,266,578,164,898688,20512,98846,145430,157460,1310700,1310700,1310700,1310700,1310700,1310700,1310700,83000,30726.64,2033108,2033108,2014686,na,237132,79512,818600,1931860,1209600,0,na,na,na,1696912.32,0,207358.08,na,na,0,0,1164,927300,891374,97730,11690,2430,172,0,na,0,2033108,na,4646,364,92390,132928,236782,1397600,65734,1416,0,0,na,na,na,na,na,na,na,na,na,1786,138,0,0,0,0,0,0,0,0,9988,16004,3174,0,0,51872,8526,7952280,930484,0,0,0,0,2028900,na,na,232380,255118,149826,110326,554152,571092,55028,2970,968,0,0,0
1055366,na,0,na,0,0,0,0,0,37920,2683752,18918672,32682034,7462038,56238,508,31088700,0,0,0,73250,109676,55680254,48751448,12604960,5682600,0,0,490,0,0,0,0,0,0,0,0,6952130,31158978,23055602,674452,0,119076,72792,139084,250700,26696726,34558240,4492,42,10,0,17814566,10176308,4146896,3261320,2792514,3022434,5007778,9875140,4512710,1231496,68371902,2128,1578,2018,666,31088700,823886,8527718,4053470,281480,278680,256880,231980,272640,210060,203420,285180,141380,1055366.78,68371902,68371902,67504888,540092,6154712,91474,488740,61841162,1209600,0,na,na,na,57186447.36,0,4583421.12,0,0,0,2286,617286,7582842,26602872,23785130,2913408,285962,50544,832,na,0,68371902,na,70184,12996,2297076,2243594,12167540,42378592,2637356,33822,2,0,na,na,na,na,na,na,na,na,na,43796,1120,0,0,0,0,0,0,0,0,473792,1297310,224386,0,0,2346498,382418,58377580,13945256,0,0,0,0,951015400,27816.8,33584,4811068,12146190,8784338,3911740,7077804,5436770,4847948,3806092,10020354,998858,0,0
2532,0,24,20,0,0,0,11216,46056,95052,22490,25702,6304,0,0,0,49268,0,0,0,69024,95812,100384,149092,55274,5458,2,0,0,0,316,230,0,0,0,0,0,0,0,33520,173300,0,12722,710,746,700,4262,106332,15662,65686,0,0,97048,45636,22078,17424,12132,5928,3990,2254,254,76,224806,86,48,230,0,49268,1622,12772,42360,na,na,na,na,na,na,na,na,54360,2532.66,224806,224806,228730,1315,0,22026,223620,207066,1209600,2806,0,36,0,126793.92,10915.2,65322.24,44,236,38932,76906,63290,16066,8024,3494,106,2,0,0,0,78,224806,0,4118,70,5468,10436,53980,131154,1586,8,0,0,32,410,126300,44272,0,2,0,0,131774,340,460,0,0,170,11112,0,0,0,0,2222,846,142,0,0,2588,516,2160,214,0,0,0,0,1532660,377,274,81338,17310,5228,3778,16702,14650,25286,42360,168,0,0,0
4198,na,2130706434,140,0,0,0,0,0,0,4530,152374,221818,46302,814,0,169476,0,0,0,0,0,410560,325730,138812,53766,0,0,0,0,254,52,0,0,0,0,0,2966,134640,272132,16100,0,1852,228,362,232,2990,419426,748,0,0,0,204210,101720,48666,25320,15542,13378,15758,1244,0,0,549730,0,6,248,8,169476,6202,71400,67074,na,na,na,na,na,na,na,na,136120,4197.29,549730,549730,547406,1384,1074,53040,546660,425838,1209600,18684,2,70,0,308783.04,0,114872.64,0,378,0,0,0,74768,127364,161944,51216,8790,1630,126,100,124,549730,na,3032,224,848,58478,26476,156636,175042,5102,0,0,208,182,248782,64580,0,3918,0,10,324202,1226,138,0,0,0,0,0,0,0,0,4350,1652,860,0,0,12788,2014,943260,101064,0,0,0,0,960180,464.92,592,122600,112040,63638,18408,21454,81556,3650,1176,1126,190,0,0
756,0,26,na,0,0,0,0,0,35516,11602,7614,1244,0,0,0,11576,0,0,0,13636,20106,37706,39210,47964,3902,2,0,0,0,16,12,0,0,0,0,0,0,0,44,55932,0,246,96,74,810,688,27668,23144,3250,0,0,28042,12836,8616,2592,1464,768,388,594,220,456,99398,4,0,0,0,11576,592,34302,13298,na,na,na,na,na,na,na,na,47140,756.03,99398,99398,98390,243,2296,9496,98600,56106,1209600,0,na,na,na,38036.16,0,16957.44,2,56,0,3788,16538,8682,24268,1966,730,4,0,0,na,0,99398,0,1234,32,250,354,398,5474,44344,3806,84,0,na,na,na,na,na,na,na,na,na,180,90,0,0,0,0,0,0,0,0,912,12,12,10300,1370,524,114,280000,33536,98606,30,0,0,0,171.98,124,18808,6676,762,286,1768,2476,2028,23162,10,0,0,0
53908,na,246,226,0,0,0,0,0,0,94,38582,2727618,1085760,81532,2120,1580786,0,0,0,0,0,3538284,3120454,726302,370544,0,0,0,0,1096,184,0,0,0,0,0,16980,1079316,1852760,986650,0,1466,608,4044,238678,3188890,501110,910,0,0,0,1535342,807994,334088,320082,366908,426808,144484,0,0,0,4264876,0,26,260,14,1580786,43346,442404,280996,246620,176680,195720,na,na,na,na,na,102600,53908.12,4264876,4264876,4271912,22529,1792,60758,631020,3935706,1209600,124008,4,120,0,3047702.4,0,886060.8,0,0,0,0,0,1080,632774,2038490,1195080,62318,5280,684,82,88,4264876,na,3726,518,283482,482156,254426,2449152,454440,7638,168,0,366,480,3000194,19512,0,244,0,34,3077506,2416,532,0,0,0,0,0,0,0,0,22172,60342,16114,0,0,110664,18572,8042260,826816,0,0,0,0,7972940,802.94,978,918716,642146,418562,220072,476240,411210,341230,198318,289482,19730,0,0
676,na,60,52,0,0,0,0,0,0,62,9048,32864,68,0,0,18004,0,0,0,0,0,42972,38702,7416,2804,0,0,0,0,128,46,0,0,0,0,0,0,41068,974,0,0,52,24,20,40,3274,38622,10,0,0,0,20806,15038,4476,1346,250,58,48,20,0,0,50410,48,10,256,0,18004,478,4126,3270,na,na,na,na,na,na,na,na,7260,675.92,50410,50410,53546,148,330,4938,50280,42042,1209600,1082,0,6,0,36060.48,71.04,5855.04,0,0,0,0,0,2234,29850,9502,332,104,20,0,0,4,50410,na,108,16,584,1412,788,10216,27182,1588,148,0,84,216,36226,26438,0,34,0,20,36858,60,52,0,0,50,144,0,0,0,0,232,92,24,0,0,810,158,1860,672,17390,52,0,0,0,34.62,40,6498,5514,1150,416,1480,26958,26,0,0,0,0,0
372762,na,6282,na,0,0,0,0,12396,1199334,7876494,8469492,2807020,241330,2138,0,11098412,0,0,0,627708,862834,17556152,16209112,4756070,1568948,0,0,0,0,9544,3126,0,0,0,0,0,0,105362,9503314,10999528,0,11218,6030,8332,14298,14104200,6464124,2,0,0,0,4914586,6804974,5081490,1783228,754188,443900,283208,245746,148740,148144,22941510,4990,4896,2884,0,11098412,292576,2259294,2492570,244220,239920,247820,254940,268080,236480,242480,284340,263980,372761.2,22941510,22941510,22904762,93003,336888,94194,1147180,20608204,1209600,0,na,na,na,17866878.72,0,2721132.48,28,1838,0,601816,4280898,9949170,4166628,1400848,184256,22646,1942,0,na,0,22941510,na,11878,2452,1605178,1419750,946504,15281696,1294258,46462,26,0,na,na,na,na,na,na,na,na,na,19376,350,0,0,0,0,0,0,0,0,137458,56664,11672,21668932,3116004,615404,96656,22395680,2533298,21877858,205908,0,0,90790820,6242.3,5376,2920254,2295424,1197314,409994,1027640,742650,481618,11244996,288254,60,0,0
43024,na,526,498,0,0,0,0,0,0,4930,446704,1152876,828890,54106,2662,1181334,0,0,0,0,0,2278492,2024982,416274,221518,0,0,0,0,1056,114,0,0,0,0,0,206666,482284,1728562,72656,0,1856,1534,1670,117338,2099168,268552,50,0,0,0,572808,556418,217064,191454,182302,181728,257364,330314,716,0,2695174,240,480,348,24,1181334,28322,271554,144180,173940,150160,na,na,na,na,na,na,88040,43023.32,2695174,2695174,2705888,21335,30382,25284,271540,2490168,1209600,69398,2,50,0,2200257.6,0,288283.2,0,0,0,0,0,58716,696032,1112122,593276,24712,4974,336,28,32,2695174,na,3530,506,66478,104244,135022,1090246,1072158,17764,220,0,732,360,1796280,172676,0,540,0,16,2224360,1458,156,0,0,0,0,0,0,0,0,15082,39802,6872,0,0,62902,10208,896440,236462,0,0,0,0,42023370,796.3,918,302470,389476,244764,121812,258684,215726,214024,237024,472024,34164,0,0
10640,na,0,na,0,0,0,0,0,12354,43396,312318,356974,14298,0,0,283200,0,126,0,3318,4476,738354,714172,71860,12666,0,0,0,0,0,0,32740,15988,8090,19184,5380,55050,176690,189754,236464,0,2782,776,828,1032,111606,622210,106,0,0,0,260088,386900,64800,21122,4326,1068,820,216,0,0,813642,0,224,332,14,283220,3600,40652,30934,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,70120,10639.2,813642,813642,806556,2721,60064,80382,811540,739340,1209600,0,na,na,na,679826.88,1889.28,55512,na,na,0,5080,16264,129246,466864,117140,3578,1022,146,0,na,216,813642,na,2050,148,62234,38432,26456,528744,76254,4996,26,0,na,na,na,na,na,na,na,na,na,518,46,0,0,0,1894,0,0,0,0,2214,832,298,0,0,7468,1246,3710320,380522,0,1798,0,0,9639610,na,na,61646,52518,314772,266078,33618,6744,2508,994,462,0,0,0
10,na,6,2,0,0,0,0,0,706,2624,2044,1752,0,0,0,2122,0,30,0,1644,3032,7824,8060,8730,58,0,0,0,0,10,4,0,0,0,0,0,0,0,0,7126,0,930,8,10,16,348,5814,0,0,0,0,5298,884,140,262,74,50,76,156,158,28,18212,0,2,0,0,2122,94,6522,2138,na,na,na,na,na,na,na,na,8620,9.7,18212,18212,19328,24,496,1748,18100,7126,1209600,180,2,4,0,1472.64,1227.84,3546.24,na,na,0,700,2446,1740,1272,514,446,8,0,0,2,6,18212,na,900,10,18,380,220,2256,3060,282,0,0,4,16,580,166,0,0,0,0,1612,34,46,0,0,60,1250,0,0,0,0,152,0,0,206,124,28,6,700,588,66,6,0,0,0,na,na,5812,1026,94,44,110,16,24,0,0,0,0,0
1146,2,2130706432,56,0,0,0,0,0,0,62,56428,55686,5972,0,0,38460,0,0,0,0,0,103546,90076,67046,4304,0,0,0,0,44,50,0,0,0,0,0,0,0,458,117690,0,886,584,1412,3712,11466,70450,29638,0,0,0,83564,19646,6054,3140,1836,1560,956,696,242,454,170756,10,66,18,0,38460,1516,42472,23658,na,na,na,na,na,na,na,na,65440,1146.6,170756,170756,171266,447,0,16554,169180,118568,1209600,4328,2,14,0,67333.44,13016.64,36975.36,42,144,0,0,0,12790,61986,35836,6752,784,0,0,16,22,170756,0,1346,50,384,11428,33818,68834,2284,4,0,0,92,84,71630,13048,0,6,0,0,71686,352,272,90,15398,0,0,0,0,0,0,1502,60,6,0,0,2694,542,381040,38102,0,0,0,0,146600,3.16,244,52210,15544,8648,3666,9538,5628,8032,14798,84,0,0,0
1801546,na,na,na,0,0,0,0,0,0,549612,18352098,72522462,25381850,592638,15618,39940418,353292,8900,na,566,736,96759916,84408132,24281496,10341818,0,0,54070,0,0,0,0,0,0,0,0,222320,36091032,73218292,7882634,0,175690,147668,320282,789628,73339232,42624572,17160,40,2,4,45133764,21630186,10792918,7951102,6750586,7839362,11487534,5736434,92324,68,121055976,806,1524,1922,3202,39940418,1297200,10484720,13738242,291640,242120,305300,231560,268280,264040,180420,211160,651000,1801545.63,121055976,121055976,119558736,797924,7840258,na,1077140,117414278,1209600,0,na,na,na,105258428.2,0,12039893.76,0,0,13318,4610,49764,5577918,48250102,54113906,8397324,835212,166282,5842,na,0,121055976,na,97190,25996,9281032,6533888,35133594,63101690,3215196,25690,2,0,na,na,na,na,na,na,na,na,na,32614,1738,na,na,na,na,na,na,na,na,721996,420320,110792,0,0,1330690,229438,56996640,32780134,0,0,0,0,na,39729.18,44530,12658924,22916240,16559246,9355442,22982416,13166936,7819276,4399368,6902760,653670,0,0
5922,0,76,68,0,0,0,0,0,278,14736,378744,594350,48584,5426,0,555248,249374,0,0,4090,11706,1035700,960696,986170,34960,0,0,0,0,184,54,0,0,0,0,0,0,0,759586,282532,0,5288,1628,2138,5924,191666,56276,777686,834,678,0,681268,125930,48592,44794,58832,23768,18894,16438,10306,13296,2026434,140,268,136,4,555248,11190,663934,320182,824380,na,na,na,na,na,na,na,157280,5921.88,2026434,2026434,2018558,3781,1932,76810,811700,1044252,1209600,39058,10,54,0,538932.48,105371.52,394633.92,54,510,0,0,12514,51964,251272,332030,246364,101676,43972,2326,26,68,2026434,0,4066,650,83600,142244,66138,479200,251568,14314,338,0,54,62,540688,234,146,708,0,0,555032,3396,966,0,0,18520,117696,0,0,0,0,7990,4138,1454,1787378,207396,27606,4692,2547600,258746,1985228,4800,0,0,0,2744.34,1052,516336,195588,214764,75950,8428,9196,10856,10810,190,0,0,0
10,na,16,14,0,0,0,0,0,0,20,2052,2222,0,0,0,1618,0,0,0,0,0,11930,10834,6836,438,0,0,0,0,8,18,0,0,0,0,0,0,0,0,4294,0,922,16,14,40,1478,1824,0,0,0,0,2954,478,82,246,20,20,64,170,230,30,18778,0,0,12,0,1618,130,5788,1040,na,na,na,na,na,na,na,na,6740,9.25,18778,18778,20004,17,180,1840,18720,4294,1209600,172,0,0,0,1508.16,0,1890.24,0,18,0,0,0,822,2652,472,348,0,0,0,6,12,18778,na,904,8,14,550,52,1192,1358,212,4,0,20,24,970,72,564,6,0,0,1678,28,28,0,0,0,0,0,0,0,0,78,0,0,1116,752,74,20,1560,156,18924,32,0,0,0,101.48,26,2844,1188,216,14,18,2,6,6,0,0,0,0
628,4,2130706432,16,0,0,0,0,0,0,32490,56088,11646,0,0,0,35160,0,0,0,1024,1466,126882,113700,132612,4638,0,0,0,0,48,8,0,0,0,0,0,0,0,6010,94214,0,674,438,852,3544,4070,89522,1124,0,0,0,80832,12654,2626,2258,642,522,292,238,64,96,260564,34,16,10,0,35160,1178,110026,22282,na,na,na,na,na,na,na,na,131620,628.36,260564,260564,260646,327,0,25416,259420,100616,1209600,2202,0,20,0,39340.8,24901.44,33949.44,50,118,0,0,33472,36266,25524,4676,284,2,0,0,0,6,260564,0,2880,36,192,12592,26332,57062,1130,0,0,0,18,0,39942,9942,0,148,0,0,39942,530,264,0,0,0,46870,0,0,0,0,1156,0,0,15272,6982,1128,222,257960,25782,0,18,0,0,0,3.38,238,62050,11730,3096,846,2434,11354,2702,6012,0,0,0,0
