class,Sensor_001,Sensor_002,Sensor_003,Sensor_004,Sensor_005,Sensor_006,Sensor_007,Sensor_008,Sensor_009,Sensor_010,Sensor_011,Sensor_012,Sensor_013,Sensor_014,Sensor_015,Sensor_016,Sensor_017,Sensor_018,Sensor_019,Sensor_020,Sensor_021,Sensor_022,Sensor_023,Sensor_024,Sensor_025,Sensor_026,Sensor_027,Sensor_028,Sensor_029,Sensor_030,Sensor_031,Sensor_032,Sensor_033,Sensor_034,Sensor_035,Sensor_036,Sensor_037,Sensor_038,Sensor_039,Sensor_040,Sensor_041,Sensor_042,Sensor_043,Sensor_044,Sensor_045,Sensor_046,Sensor_047,Sensor_048,Sensor_049,Sensor_050,Sensor_051,Sensor_052,Sensor_053,Sensor_054,Sensor_055,Sensor_056,Sensor_057,Sensor_058,Sensor_059,Sensor_060,Sensor_061,Sensor_062,Sensor_063,Sensor_064,Sensor_065,Sensor_066,Sensor_067,Sensor_068,Sensor_069,Sensor_070,Sensor_071,Sensor_072,Sensor_073,Sensor_074,Sensor_075,Sensor_076,Sensor_077,Sensor_078,Sensor_079,Sensor_080,Sensor_081,Sensor_082,Sensor_083,Sensor_084,Sensor_085,Sensor_086,Sensor_087,Sensor_088,Sensor_089,Sensor_090,Sensor_091,Sensor_092,Sensor_093,Sensor_094,Sensor_095,Sensor_096,Sensor_097,Sensor_098,Sensor_099,Sensor_100,Sensor_101,Sensor_102,Sensor_103,Sensor_104,Sensor_105,Sensor_106,Sensor_107,Sensor_108,Sensor_109,Sensor_110,Sensor_111,Sensor_112,Sensor_113,Sensor_114,Sensor_115,Sensor_116,Sensor_117,Sensor_118,Sensor_119,Sensor_120,Sensor_121,Sensor_122,Sensor_123,Sensor_124,Sensor_125,Sensor_126,Sensor_127,Sensor_128,Sensor_129,Sensor_130,Sensor_131,Sensor_132,Sensor_133,Sensor_134,Sensor_135,Sensor_136,Sensor_137,Sensor_138,Sensor_139,Sensor_140,Sensor_141,Sensor_142,Sensor_143,Sensor_144,Sensor_145,Sensor_146,Sensor_147,Sensor_148,Sensor_149,Sensor_150,Sensor_151,Sensor_152,Sensor_153,Sensor_154,Sensor_155,Sensor_156,Sensor_157,Sensor_158,Sensor_159,Sensor_160,Sensor_161,Sensor_162,Sensor_163,Sensor_164,Sensor_165,Sensor_166,Sensor_167,Sensor_168,Sensor_169,Sensor_170
neg,37388,na,2130706442,908,0,0,0,0,0,0,28790,259460,1796888,467226,76526,21036,1263458,0,0,0,130,538,1887938,1090314,848634,754532,0,0,47376,0,1342,286,0,0,0,0,0,92784,1307402,535078,714662,0,2912,4082,10464,24694,134978,2472130,644,12,4,6,711818,555798,203952,164654,121436,96210,160988,634418,652,0,2737026,104,20,716,54,1263458,81368,264780,581274,402220,359640,na,na,na,na,na,na,81940,37388.71,2737026,2737026,2732302,23504,3118,28144,312840,2649926,1209600,90814,16,32,0,2293888.32,0,356118.72,76,526,0,0,10088,81906,526072,1645618,364170,17572,4062,438,44,48,2737026,na,3348,396,106388,174064,125646,1891010,334408,14372,294,0,1360,774,2204930,324944,0,1942,0,20,2318854,1740,184,0,0,0,0,0,0,0,0,67468,29442,13624,0,0,65986,10320,6798740,716774,0,0,0,0,8494090,849.2,954,374204,541016,360182,183502,452632,618660,106048,11860,1822,0,0,0
neg,8,0,2,2,0,0,0,0,0,0,30,2860,1880,0,0,0,1664,0,178,0,0,0,15404,13802,7370,364,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4770,0,34,2,6,644,282,750,3052,0,0,0,3672,244,102,140,78,64,428,42,0,0,22796,0,6,0,2,1664,100,6132,1226,na,na,na,na,na,na,na,na,7260,7.94,22796,22796,24326,25,2,2208,22660,4800,1209600,210,4,10,0,1274.88,0,2580.48,0,8,0,0,0,2256,1572,878,64,0,0,0,0,12,22796,0,952,2,10,8,752,2788,258,0,0,0,0,6,1384,84,0,0,0,0,1554,22,54,0,0,0,0,0,0,0,0,104,0,0,0,0,22,6,3500,354,6232,8,0,0,0,56.76,26,3604,986,54,12,32,26,56,0,0,0,0,0
neg,39622,na,234,176,0,0,0,0,0,0,77212,1713594,1538830,108962,6200,0,1560632,3918,0,0,0,0,2820130,2271832,854864,426530,0,0,0,0,820,254,0,0,0,0,0,24034,2795784,126232,498748,0,6438,4104,4304,54912,1687510,1687408,122,0,0,0,1819620,697236,288098,165072,111250,89468,160354,113700,0,0,3676682,176,9022,8202,6,1560632,66380,352790,499252,256120,256760,320060,na,na,na,na,na,7660,39621.48,3676682,3676682,3685932,15411,1292,115916,32060,3444798,1209600,157412,0,400,0,2889937.92,0,550433.28,0,0,0,0,4060,459196,2002558,817080,118046,33924,9656,278,100,106,3676682,na,10924,1344,30700,431876,198920,1975836,755076,39968,154,0,366,600,2803750,718580,14,93422,0,0,2940710,3680,224,0,0,0,0,0,0,0,0,37756,16270,4434,0,0,149112,25060,217500,29090,0,0,0,0,38621380,2802.78,3068,606858,938222,602266,276636,878410,130152,8320,2838,1096,0,0,0
neg,32,na,30,26,0,0,0,0,0,0,58,6608,1622,0,0,0,3754,0,0,0,0,0,10584,7794,8048,834,0,0,0,0,32,14,0,0,0,0,0,0,8288,0,0,0,78,12,18,20,40,4708,3412,0,0,0,6578,1240,236,98,88,40,6,2,0,0,18646,4,18,0,0,3754,222,5972,2060,na,na,na,na,na,na,na,na,7920,31.1,18646,18646,20904,17,180,1754,18500,8288,1209600,636,2,4,0,4522.56,0,3721.92,0,0,0,0,0,3858,4124,282,24,0,0,0,0,6,18646,na,108,6,20,44,466,2560,3670,1222,192,0,44,158,4224,40,0,18,0,100,5614,54,40,0,0,0,0,0,0,0,0,176,0,0,0,0,286,72,3160,1028,0,0,0,0,0,61.1,42,4108,3484,580,114,2,0,0,0,0,0,0,0
neg,29310,14,2130706440,408,314,368,0,0,0,0,42488,792246,907054,47108,3602,0,872044,0,0,0,0,0,1665266,1469116,375898,156114,0,0,0,0,346,1352,0,0,0,0,0,0,17450,426716,1348332,0,1374,480,1210,3084,3488,601912,1180948,2,0,0,799384,378218,173822,105240,75196,60576,49448,46556,44080,59978,2041610,350,900,750,2,872044,22610,226660,147308,252660,na,na,na,na,na,na,na,119020,29309.15,2041610,2041610,2025764,9652,0,80460,826820,1804716,1209600,61540,4,80,0,1640493.12,15.36,159186.24,106,476,0,0,0,42062,292170,714772,540622,156246,44338,2288,0,46,2041610,0,3724,436,141264,74568,78230,1347806,143462,3004,4,0,282,2784,1646810,848996,0,21130,0,0,1648592,1152,322,0,0,0,14,0,0,0,0,13884,3304,1858,3393372,432172,60302,8364,9189940,918728,1788828,9456,2,136,0,10.6,992,172858,278664,211972,84748,192814,811044,40268,128,2,0,0,0
neg,16,0,42,30,0,0,0,0,0,0,8,3196,3160,0,0,0,1196,0,0,0,0,0,15086,12548,10302,1230,0,0,0,0,2,2,0,0,0,0,0,0,0,1074,5290,0,70,32,580,568,44,846,4224,0,0,0,4402,722,146,84,54,80,588,96,30,162,25398,2,4,2,0,1196,166,8316,1972,na,na,na,na,na,na,na,na,10180,16.18,25398,25398,26652,25,56,2498,25260,6428,1209600,338,2,4,0,2786.88,0,2511.36,4,26,0,0,0,1168,4078,1112,6,0,0,0,0,12,25398,0,1124,20,36,60,282,2724,1668,444,6,0,48,2,2200,40,0,100,0,0,3166,86,114,0,0,0,0,0,0,0,0,238,0,0,0,0,142,24,13380,1856,0,0,0,0,0,1.04,48,3724,2164,322,40,88,22,4,0,0,0,0,0
neg,1502,na,108,102,0,0,0,0,0,0,150,108,64206,35050,184,0,45024,0,0,0,0,0,96308,84640,19894,7002,0,0,0,0,204,36,0,0,0,0,0,13400,66744,5288,14266,0,260,230,668,672,50352,47516,0,0,0,0,38036,43034,11280,4840,1696,378,252,182,0,0,116224,4,14,14,0,45024,1160,10942,8892,na,na,na,na,na,na,na,na,19380,1501.44,116224,116224,118184,360,0,11318,115740,99698,1209600,3042,2,6,0,85872,0,13663.68,0,0,0,0,0,0,40808,41100,17344,442,4,0,10,14,116224,na,316,48,724,4928,4218,16850,69128,3394,92,0,138,178,88056,46,0,18,0,26,88114,132,64,0,0,0,0,0,0,0,0,736,1124,280,0,0,2638,532,101600,10152,19492,156,0,0,464030,97.84,108,14874,18594,4694,2012,8068,50114,940,190,164,48,0,0
neg,116416,na,878,426,0,0,na,na,na,na,na,na,na,na,na,na,3844630,0,0,0,151902,249500,7174052,6304312,4455714,754910,0,0,0,0,1242,278,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,11783548,842,722,14022,10,3844630,135066,3489800,963050,381360,366640,370980,473700,497640,445580,467860,591500,276720,116416.29,11783548,11783548,11778408,43348,2618,75428,877160,8090698,1209600,332136,0,466,0,6956509.44,0,1122966.72,788,5614,na,na,na,na,na,na,na,na,na,na,668,728,11783548,na,na,na,na,na,na,na,na,na,na,na,836,810,6861938,1552070,0,6288,0,0,7060694,16124,3004,0,0,0,0,0,0,0,0,69696,24792,8520,18387674,3018866,274502,71192,169540,36748,11351188,71666,0,0,0,6704.64,6234,na,na,na,na,na,na,na,na,na,na,0,0
neg,1058548,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,28606488,10712,0,na,1981802,2647140,48578028,45517666,10718226,3827782,8,0,0,0,1954,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61284308,1464,2590,810,0,28606488,715052,5884930,4798504,263620,266300,263040,242140,252200,188000,257460,338520,119500,1058547.36,61284308,61284308,270,0,206664,na,707120,0,1209600,0,na,na,na,49421819.52,0,6228029.76,0,0,0,0,0,0,0,0,0,0,0,0,na,0,61284308,na,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,5232,264,na,na,na,na,na,na,na,na,372708,107642,19982,258887736,2372806,377784,51818,4571400,1170236,1998202,85636,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,186,0,2,2,0,0,0,0,0,5212,18302,5926,1178,0,0,0,9892,0,0,0,3680,5666,27520,23734,39254,1734,0,0,0,0,12,14,0,0,0,0,0,0,0,19992,10626,0,1384,40,46,66,98,6114,12818,7350,2702,0,21712,3660,2004,1380,620,852,234,150,6,0,70540,0,10,14,0,9892,490,32242,6966,na,na,na,na,na,na,na,na,38800,186.52,70540,70540,69072,80,0,6718,70000,30724,1209600,628,0,14,0,12949.44,0,16581.12,0,34,0,234,15942,6056,7816,552,18,0,0,0,2,6,70540,0,1386,46,30,1704,1380,8880,16096,1096,0,0,12,74,12794,112,0,0,0,0,14570,236,214,0,0,0,0,0,0,0,0,532,0,0,0,0,286,52,500,50,0,0,0,0,0,258.24,108,18048,3960,1418,294,838,1830,3826,404,0,0,0,0
neg,24,0,2,2,0,0,0,0,0,0,272,6016,1844,0,0,0,3554,0,140,0,0,0,25732,23454,9326,324,0,0,0,0,8,10,0,0,0,0,0,0,0,0,8132,0,8132,0,0,0,0,0,0,0,0,0,5044,1666,722,188,512,0,0,0,0,0,35066,0,6,0,0,3554,148,8446,862,na,na,na,na,na,na,na,na,9240,24.41,35066,35066,36142,22,438,3448,34940,8184,1209600,346,0,10,0,3163.2,0,3615.36,36,36,0,0,10,3918,4008,146,44,6,0,0,30,158,35066,0,1282,16,12,286,410,3328,2142,656,0,0,0,12,2556,36,0,0,0,0,3600,50,74,0,0,0,0,0,0,0,0,164,0,0,0,0,122,36,2760,492,0,0,0,0,0,134.54,50,5148,2040,622,142,180,0,0,0,0,0,0,0
neg,41850,na,128,118,0,0,0,0,0,0,4254,714688,1458986,235090,16788,0,999150,0,0,0,0,0,2242742,2030708,315776,184210,0,0,0,0,72,26,0,0,0,0,0,61598,1282092,558354,527762,0,2752,1232,1332,11098,994504,1412248,6634,6,0,0,724190,670934,316200,214816,134988,90548,87108,189872,1150,0,2558736,382,36,992,0,999150,22766,206172,109068,122800,174140,na,na,na,na,na,na,15740,41849.41,2558736,2558736,2557620,15239,11936,11392,135920,2429806,1209600,56234,2,64,0,2138744.64,0,284717.76,0,0,0,0,0,303996,1111000,884254,120056,8432,2004,64,956,962,2558736,na,3220,260,38778,134428,101674,1547492,591700,12222,32,0,248,118,1946442,400278,0,5680,0,18,2153680,1278,3128,0,0,0,0,0,0,0,0,12136,27956,12326,0,0,45372,9592,8312360,928588,0,0,0,0,2165450,527.34,602,298192,275824,227100,123300,278282,332832,371774,497252,25250,0,0,0
pos,2046336,na,na,2022,na,na,0,1178,111174,1690868,4686020,7249516,2182102,562510,249784,54892,45649622,189680,418,na,13573524,22579236,95871578,90899526,43015000,16974724,na,0,621780,1248,na,na,0,0,0,0,0,2544,1603848,14201556,980096,0,79066,56990,87356,267624,14995494,1301514,0,0,0,0,2960808,6766398,2082492,1349630,876310,615928,524938,1105340,436626,69574,152457314,na,na,na,na,45649622,1791840,11903822,31078558,339580,315220,351560,307580,317420,284740,280060,312920,349340,2046335.34,152457314,152457314,17410390,127266,na,na,1177280,16788044,1209600,na,120,34,0,104224017.6,20925792,24584315.52,1958,3496,872,99714,1035970,4371756,6361426,4025002,816892,72006,4230,176,2760,na,152457314,na,7118,1880,2432286,3018212,10886468,439856,2224,0,0,0,2584,4328,9201136,1006844,0,23090,0,0,10913404,na,na,na,na,na,na,na,na,na,na,1107666,na,na,na,na,na,na,na,na,na,na,na,na,na,2544.28,2808,4923314,1375858,1234202,677250,1654404,2822636,2418050,1638314,44016,0,na,na
neg,61406,na,352,324,0,0,0,0,0,0,23576,1746594,2264128,362582,30272,566,1849220,0,0,0,0,0,3832084,3237472,1109404,530742,0,0,0,0,982,244,0,0,0,0,0,1093408,3320144,14164,2,0,2350,962,1552,417506,3083584,919012,2752,0,0,0,1717400,873146,388146,352086,379668,427286,289986,0,0,0,4942038,74,74,392,4,1849220,57742,738696,366812,182360,200840,227060,474720,na,na,na,na,16100,61405.77,4942038,4942038,4945920,26546,16928,5652,95180,4427718,1209600,141642,0,116,0,3800781.12,0,624184.32,0,0,0,0,188,264718,1434234,1929354,726170,61960,9522,1572,14,18,4942038,na,5930,856,303184,236256,526402,2945856,384418,24628,188,0,484,774,3705656,52360,0,720,0,30,3830312,2692,306,0,0,0,0,0,0,0,0,31156,43446,9954,0,0,143322,28244,197200,45906,14076,11164,0,0,21721980,1454.18,1652,653988,904756,767790,380388,637208,468300,339142,174626,100888,632,0,0
neg,189900,na,2290,2138,0,0,0,0,0,0,40772,2013560,7597886,3669512,404628,94194,6293734,0,132,0,0,0,12020026,9827214,3113452,1874392,0,0,15114,0,9742,1510,0,0,0,0,0,388016,6734854,5874470,823212,0,17034,22194,33496,1461846,10011814,2273818,350,0,0,0,4510836,2929786,1009954,740242,550416,473782,788870,2806646,10020,0,15136488,392,3486,962,202,6293734,197578,1934506,1164446,183060,247180,293640,330740,274920,335720,301180,149420,93440,189899.69,15136488,15136488,14989392,111738,12526,39202,586460,13820552,1209600,438102,0,314,0,11764461.12,0,2042696.64,0,0,0,0,3210,365744,2805500,6888786,3537946,194764,22726,1876,3388,4088,15136488,na,19750,2524,17916,815536,650464,9260816,2968400,84464,682,0,2942,3984,11778894,345420,0,302326,0,12,11933884,8162,478,0,0,0,0,0,0,0,0,123954,118978,35548,0,0,473108,81316,275880,82226,0,0,0,0,159923530,6037.6,6402,2121048,2538556,2106706,1084592,3707186,2107106,145792,6092,3440,34,0,0
neg,126,na,2130706436,54,0,0,0,0,0,0,138,7358,20360,1140,0,0,11258,0,0,0,0,0,26046,17382,23650,4158,0,0,0,0,60,38,0,0,0,0,0,0,11836,17158,2,0,190,30,46,44,896,26488,1302,0,0,0,24048,3894,740,206,60,48,0,0,0,0,49724,0,14,10,0,11258,534,14512,8770,na,na,na,na,na,na,na,na,23140,125.71,49724,49724,49340,53,478,4604,49280,28996,1209600,1728,4,10,0,13788.48,0,15069.12,0,0,0,0,0,3646,14272,10144,748,118,68,0,6,12,49724,na,268,32,88,3192,2706,7276,11506,3790,136,2,108,138,14440,28,20,50,0,20,15232,134,44,0,0,0,0,0,0,0,0,458,54,24,0,0,736,170,48260,6074,0,0,0,0,0,119.88,112,15838,8422,2074,466,770,726,454,198,36,12,0,0
neg,172,na,78,74,0,0,0,0,0,0,676,15412,1950,0,0,0,7706,0,0,0,0,0,16696,11994,8130,2584,0,0,0,0,122,52,0,0,0,0,0,0,18038,0,0,0,70,14,12,22,7658,9524,738,0,0,0,9424,5698,1778,674,210,146,60,48,0,0,24860,2,64,16,0,7706,406,3948,4160,na,na,na,na,na,na,na,na,7960,171.36,24860,24860,27266,56,254,2318,24660,18038,1209600,1082,0,6,0,12828.48,0,5161.92,0,0,0,0,0,7238,10002,610,160,28,0,0,4,10,24860,na,114,8,488,830,1194,3740,9574,1842,248,0,156,122,12678,3912,0,18,0,14,13558,60,54,0,0,0,0,0,0,0,0,252,30,6,0,0,608,164,3420,590,0,0,0,0,0,50.26,48,5760,4764,2170,648,764,3932,0,0,0,0,0,0
neg,481746,na,0,na,0,0,0,0,0,0,295292,8307608,19452618,4118714,78608,1606,15467824,0,0,0,1288,2458,29148386,26178956,4629436,2337580,0,0,866,0,0,0,0,0,0,0,0,137998,10395622,17903146,3817676,0,25080,12326,16256,21698,9666544,22508492,4044,2,0,0,12964574,4683678,2221842,1813574,1627724,1720944,2658588,3707670,808294,47554,33786498,306,264,1816,560,15467824,353664,2456918,2154812,135240,136900,131880,144540,134180,121980,139020,132100,125780,481745.24,33786498,33786498,33391356,225841,1159134,69576,1038680,32254462,1209600,0,na,na,na,27900030.72,0,4323677.76,0,0,0,0,42258,3517304,16690704,10982624,845996,153258,22076,222,na,0,33786498,na,31506,5224,2320278,2272482,3855194,22978472,786552,4734,0,0,na,na,na,na,na,na,na,na,na,28386,820,0,0,0,0,0,0,0,0,205134,516018,91502,0,0,916946,138076,42787440,6231594,0,0,0,0,396753270,8522.56,13788,4525458,6814938,3656564,1717484,3817394,4109986,3564350,1939368,2075586,33316,0,0
neg,39496,na,126,122,0,0,0,0,0,0,29170,1009758,1290100,265604,18072,0,1163288,0,0,0,0,0,2302380,1977970,525158,283436,0,0,0,0,220,66,0,0,0,0,0,45418,1168938,1029330,369018,0,3394,7844,7940,67142,1953340,573024,20,0,0,0,788678,602064,248920,210706,210340,197090,204896,149680,330,0,2828002,48,168,210,24,1163288,34052,317250,205334,202520,250520,na,na,na,na,na,na,67060,39495.98,2828002,2828002,2837398,18042,4776,37708,403400,2612704,1209600,83094,0,66,0,2246367.36,0,364607.04,0,0,0,0,1710,294990,971550,1169158,161604,11466,2150,76,458,478,2828002,na,3504,434,27924,220816,88202,1534288,709850,27442,244,0,188,194,2140094,16742,0,36592,0,62,2268302,1572,270,0,0,0,0,0,0,0,0,18304,44950,7622,0,0,75156,17268,634380,91842,0,0,0,0,1292040,963.06,1052,383862,461036,383370,188730,376120,243436,179238,126900,253290,16722,0,0
neg,980,0,2130706432,32,0,0,0,0,0,0,1642,50972,14874,0,0,0,29032,0,0,0,216,444,64526,55740,27294,3768,0,0,0,0,40,90,0,0,0,0,0,0,0,1186,66302,0,138,26,36,1082,1148,6254,58804,0,0,0,36076,25616,2564,1076,424,218,1304,180,22,8,92094,12,8,1170,0,29032,586,19560,7450,na,na,na,na,na,na,na,na,26580,979.78,92094,92094,91660,297,0,8858,91520,67596,1209600,1314,2,8,0,49743.36,0,15629.76,0,26,0,0,1028,10288,39474,16238,444,16,0,0,4,8,92094,0,2246,22,236,1952,14970,47728,334,0,0,0,40,100,50542,38736,0,0,0,0,50672,124,110,0,0,0,0,0,0,0,0,576,0,0,15552,1716,506,74,397160,39714,89160,34,0,0,0,161,102,18306,7230,2384,1204,5054,11782,5348,16158,22,0,0,0
neg,8,na,6,4,0,0,0,0,0,0,1874,1580,3062,0,0,0,1868,0,0,0,0,0,6358,3016,17054,814,0,0,0,0,0,28,0,0,0,0,0,0,0,640,5876,0,54,34,18,40,2490,3880,0,0,0,0,5068,404,268,158,34,26,16,502,40,0,23436,0,2,0,2,1868,142,14478,2536,na,na,na,na,na,na,na,na,16800,7.83,23436,23436,25334,33,0,2142,23160,6516,1209600,242,2,2,0,1621.44,0,2744.64,0,8,0,0,142,3112,2040,1222,0,0,0,0,2,6,23436,na,2142,14,18,18,28,4142,154,0,0,0,4,64,1882,134,0,0,0,0,1886,62,68,0,0,0,0,0,0,0,0,198,0,0,420,114,40,6,2440,242,5482,8,0,0,0,62.2,56,5134,1216,50,10,22,14,22,48,0,0,0,0
neg,91754,na,0,na,0,0,0,0,0,0,13714,1626322,3422126,832118,11956,0,3061826,0,0,0,0,0,5519108,5096628,566666,329888,0,0,0,0,0,0,0,0,0,0,9170,50930,3908060,1051248,886828,0,8024,2178,2986,2666,3398,5886968,14,2,0,0,1768288,1354990,438034,301982,248134,349336,615378,752440,77648,6,6087542,0,62,130,0,3061826,68932,288496,275992,108120,113440,116760,86720,122560,1310700,1310700,1310700,2540,91754.19,6087542,6087542,6026164,32588,1595032,115702,21660,5906236,1209600,0,na,na,na,5324707.2,0,566766.72,na,na,0,0,114,289936,2966100,2242912,329658,60346,16840,330,na,0,6087542,na,8660,1720,5144,385898,246408,1538954,3647884,71488,80,0,na,na,na,na,na,na,na,na,na,6312,392,0,0,0,0,0,0,0,0,35866,78224,16574,0,0,274374,44442,3591220,2264208,0,0,0,0,2675750,na,na,648140,1354980,763574,311644,543300,479148,555330,487340,725544,37236,0,0
neg,41630,na,872,686,0,0,0,0,0,3312,391514,1165554,1135412,155872,14764,74,1270362,0,60,0,6038,9030,2525046,2179178,676934,298376,2,0,0,0,678,268,0,0,0,0,0,8254,903312,1938246,16690,0,2256,1016,1148,31160,1468218,1344980,17724,0,0,0,740810,860288,306352,230276,181774,149820,175356,205446,16262,118,3208644,78,262,1184,4,1270362,38678,440148,235776,196500,362560,na,na,na,na,na,na,111900,41629.86,3208644,3208644,3209222,18692,1116,74656,783180,2866502,1209600,116808,2,42,0,2559754.56,56466.24,247702.08,0,0,0,2,92850,737180,1106632,803014,115390,9944,1438,52,22,28,3208644,na,4520,704,110842,172878,230534,1954148,366864,25560,452,0,920,688,2546044,224738,0,260,0,18,2577338,2158,988,0,0,130,56518,0,0,0,0,19910,63260,8904,0,0,105140,16610,204660,26324,3078836,140,0,0,12538560,1207.02,1434,321882,654198,477880,254522,420084,275960,197886,118896,138996,6198,0,0
neg,60768,na,930,520,0,0,0,0,0,0,956,572258,2700098,581026,14494,0,1919650,0,0,0,0,0,3587256,3313552,456982,226726,0,0,0,0,282,518,0,0,0,0,0,51048,1443618,830438,1543728,0,1794,488,1002,71128,3019584,774432,404,0,0,0,1416456,918104,545018,336332,242900,379750,30272,0,0,0,4044772,0,1248,4,0,1919650,46500,256178,199994,130100,118520,153640,na,na,na,na,na,48920,60768.26,4044772,4044772,4050030,21174,7298,38148,409060,3868832,1209600,89410,0,248,0,3307242.24,0,559053.12,0,0,0,0,0,34108,1370668,1772338,651560,32500,6948,710,116,126,4044772,na,4578,540,63702,432454,199904,2779696,373830,14056,72,0,648,648,3234786,483936,40,22444,0,0,3371540,3240,402,0,0,0,0,0,0,0,0,20106,32000,9724,0,0,92710,13592,260740,36006,0,0,0,0,20826800,1236.32,1282,592398,510372,340846,212146,539030,584328,992806,56432,40246,228,0,0
neg,40996,na,1418,na,0,0,0,0,0,0,60296,784576,1051240,578804,20862,0,1145530,0,0,0,0,0,2264664,1991482,327834,228554,0,0,0,0,2082,476,0,0,0,0,0,121952,552070,1756282,65474,0,2440,454,800,209776,1868644,404056,9608,0,0,0,580504,568194,278940,240566,179884,189500,367958,90232,0,0,2592976,0,60,214,0,1145530,37202,180216,147050,143660,161940,na,na,na,na,na,na,17380,40995.75,2592976,2592976,2603636,14941,173434,14252,167920,2495778,1209600,0,na,na,na,2228189.76,0,263064.96,0,0,0,0,42,270194,704088,837848,591634,78050,12636,1286,na,0,2592976,na,4678,484,3102,187928,137908,1749608,405654,6410,6,0,na,na,na,na,na,na,na,na,na,2222,98,0,0,0,0,0,0,0,0,17314,34458,5640,0,0,103378,19622,3269640,493216,0,0,0,0,1312380,923.8,1068,280064,454886,380444,154700,253592,203814,155238,144994,431476,36570,0,0
neg,168,0,2130706434,36,0,0,0,0,0,0,20054,6308,2964,0,0,0,3070,0,0,0,2970,8828,28566,25314,18318,1876,0,0,0,0,80,146,0,0,0,0,0,0,0,9162,20164,0,260,104,136,1346,288,7848,15668,3676,0,0,22534,4624,900,258,258,58,462,66,18,148,49932,6,6,8,0,3070,470,10706,7298,na,na,na,na,na,na,na,na,17740,168.73,49932,49932,51812,76,0,4784,49320,29444,1209600,1190,2,6,0,14366.4,0,13832.64,4,50,0,0,19312,6154,2746,1080,30,4,0,0,2,6,49932,0,1398,28,218,1480,1302,10042,13628,1206,24,0,58,206,15252,34,0,0,0,0,15256,112,172,0,0,0,0,0,0,0,0,712,0,0,0,0,644,112,70480,7060,0,0,0,0,0,1.76,120,15766,6266,2432,490,1044,1992,1026,310,0,0,0,0
neg,32536,na,336,278,0,0,0,0,0,0,1558,308404,1389598,446454,14024,0,985030,0,0,0,0,0,1967266,1676648,412924,227412,0,0,0,0,114,48,0,0,0,0,0,107130,1360132,214178,478598,0,1704,846,1200,303884,1617108,234874,422,0,0,0,753930,446470,173696,134518,114296,121498,403964,11666,0,0,2380950,0,60,352,28,985030,32384,226904,185142,208920,na,na,na,na,na,na,na,198180,32536.87,2380950,2380950,2383664,11681,0,112776,1163880,2160038,1209600,91952,2,48,0,1778822.4,0,378600.96,0,0,0,0,0,7642,445536,937218,660998,89640,15994,3010,106,112,2380950,na,4276,606,14946,283986,125804,1274056,453380,2984,0,0,528,140,1788908,14046,0,11304,0,10,1798412,3790,200,0,0,0,0,0,0,0,0,17122,47070,7754,0,0,72300,23296,44340,12114,0,0,0,0,2866650,1084.2,1326,411284,425254,234220,113942,202274,127778,110808,90838,338586,105054,0,0
neg,15424,2,2130706432,78,0,0,0,0,0,0,9166,564422,597406,248492,68032,260,568576,0,0,0,0,0,1256446,1054724,319626,182294,0,0,5200,0,222,14,0,0,0,0,0,0,0,780748,707030,0,1206,416,786,14194,130566,1210054,130556,0,0,0,762890,241884,78908,62352,51470,48590,45268,49824,49098,97494,1576204,34,602,82,8,568576,18680,130036,188408,256680,na,na,na,na,na,na,na,60580,15424.27,1576204,1576204,1567376,9224,60,35182,364660,1488314,1209600,51446,2,58,0,961714.56,275720.64,249009.6,2,148,0,0,452,73322,440740,601138,261978,101700,8422,26,12,16,1576204,0,1856,534,80414,188254,609978,594580,12156,6,0,0,80,26,974868,110702,0,0,0,0,981708,1404,958,0,0,7070,279806,7080,279542,0,0,10308,10536,3142,5028892,530246,39916,6664,3047580,315040,1394284,25680,0,0,0,991.52,476,537224,275340,171156,62502,98174,103104,63040,163382,13856,0,0,0
neg,10,na,16,6,0,0,0,0,0,0,1640,1594,1076,0,0,0,1192,0,68,0,422,5442,9570,8794,12466,46,0,0,0,0,4,4,0,0,0,0,0,0,0,626,3684,0,990,8,14,982,2316,0,0,0,0,0,2662,752,84,222,46,44,78,400,22,0,22490,0,2,4,0,1192,104,11142,1312,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,12360,9.02,22490,22490,23280,17,0,2178,22340,4310,1209600,272,8,0,0,1834.56,0,1512.96,na,na,0,0,1086,1952,318,954,0,0,0,0,0,4,22490,na,976,8,16,14,4,990,1968,324,10,0,10,2,1550,110,0,2,0,0,1974,24,48,0,0,0,0,0,0,0,0,122,0,0,200,68,40,22,0,0,0,10,0,0,0,na,na,2736,1374,60,24,32,18,22,44,0,0,0,0
